users,status_code,loop_count,response_time
fissiondimagiqa1+load5@gmail.com,202,1708,0.875798
fissiondimagiqa1+load8@gmail.com,202,1718,0.783162
fissiondimagiqa1+load1@gmail.com,202,95,0.79768
fissiondimagiqa1+load16@gmail.com,202,1823,0.826901
fissiondimagiqa1+load29@gmail.com,202,329,0.786386
fissiondimagiqa1+load5@gmail.com,202,1709,0.771849
fissiondimagiqa1+load1@gmail.com,202,96,0.764207
fissiondimagiqa1+load16@gmail.com,202,1824,0.744937
fissiondimagiqa1+load8@gmail.com,202,1719,0.788815
fissiondimagiqa1+load29@gmail.com,202,330,0.793341
fissiondimagiqa1+load5@gmail.com,202,1710,0.787731
fissiondimagiqa1+load8@gmail.com,202,1720,0.85955
fissiondimagiqa1+load1@gmail.com,202,97,0.888759
fissiondimagiqa1+load16@gmail.com,202,1825,0.89774
fissiondimagiqa1+load5@gmail.com,202,1711,0.830605
fissiondimagiqa1+load29@gmail.com,202,331,0.863778
fissiondimagiqa1+load1@gmail.com,202,98,0.755028
fissiondimagiqa1+load8@gmail.com,202,1721,0.797656
fissiondimagiqa1+load16@gmail.com,202,1826,0.780056
fissiondimagiqa1+load29@gmail.com,202,332,0.76422
fissiondimagiqa1+load5@gmail.com,202,1712,0.809853
fissiondimagiqa1+load1@gmail.com,202,99,0.727794
fissiondimagiqa1+load8@gmail.com,202,1722,0.772835
fissiondimagiqa1+load16@gmail.com,202,1827,0.794669
fissiondimagiqa1+load29@gmail.com,202,333,0.723481
fissiondimagiqa1+load5@gmail.com,202,1713,0.736884
fissiondimagiqa1+load1@gmail.com,202,100,0.801681
fissiondimagiqa1+load16@gmail.com,202,1828,0.736887
fissiondimagiqa1+load8@gmail.com,202,1723,0.820341
fissiondimagiqa1+load29@gmail.com,202,334,0.792957
fissiondimagiqa1+load5@gmail.com,202,1714,0.793313
fissiondimagiqa1+load1@gmail.com,202,101,0.766512
fissiondimagiqa1+load16@gmail.com,202,1829,0.750821
fissiondimagiqa1+load8@gmail.com,202,1724,0.785295
fissiondimagiqa1+load5@gmail.com,202,1715,0.81333
fissiondimagiqa1+load29@gmail.com,202,335,0.861354
fissiondimagiqa1+load1@gmail.com,202,102,0.761217
fissiondimagiqa1+load16@gmail.com,202,1830,0.76185
fissiondimagiqa1+load8@gmail.com,202,1725,0.769469
fissiondimagiqa1+load29@gmail.com,202,336,0.81354
fissiondimagiqa1+load5@gmail.com,202,1716,0.829206
fissiondimagiqa1+load1@gmail.com,202,103,0.797631
fissiondimagiqa1+load16@gmail.com,202,1831,0.792083
fissiondimagiqa1+load8@gmail.com,202,1726,0.759167
fissiondimagiqa1+load5@gmail.com,202,1717,0.753003
fissiondimagiqa1+load29@gmail.com,202,337,0.769217
fissiondimagiqa1+load1@gmail.com,202,104,0.805929
fissiondimagiqa1+load16@gmail.com,202,1832,0.82084
fissiondimagiqa1+load8@gmail.com,202,1727,0.76637
fissiondimagiqa1+load5@gmail.com,202,1718,0.766699
fissiondimagiqa1+load29@gmail.com,202,338,0.782761
fissiondimagiqa1+load16@gmail.com,202,1833,0.778137
fissiondimagiqa1+load1@gmail.com,202,105,0.782615
fissiondimagiqa1+load8@gmail.com,202,1728,0.800539
fissiondimagiqa1+load5@gmail.com,202,1719,0.788222
fissiondimagiqa1+load29@gmail.com,202,339,0.783694
fissiondimagiqa1+load1@gmail.com,202,106,0.780528
fissiondimagiqa1+load16@gmail.com,202,1834,0.789743
fissiondimagiqa1+load8@gmail.com,202,1729,0.763758
fissiondimagiqa1+load5@gmail.com,202,1720,0.772035
fissiondimagiqa1+load29@gmail.com,202,340,0.767041
fissiondimagiqa1+load1@gmail.com,202,107,0.743094
fissiondimagiqa1+load16@gmail.com,202,1835,0.753933
fissiondimagiqa1+load8@gmail.com,202,1730,0.74093
fissiondimagiqa1+load29@gmail.com,202,341,0.766867
fissiondimagiqa1+load5@gmail.com,202,1721,0.791648
fissiondimagiqa1+load1@gmail.com,202,108,0.93139
fissiondimagiqa1+load16@gmail.com,202,1836,0.927777
fissiondimagiqa1+load8@gmail.com,202,1731,0.915716
fissiondimagiqa1+load29@gmail.com,202,342,0.812031
fissiondimagiqa1+load5@gmail.com,202,1722,0.834759
fissiondimagiqa1+load8@gmail.com,202,1732,0.733145
fissiondimagiqa1+load1@gmail.com,202,109,0.758509
fissiondimagiqa1+load16@gmail.com,202,1837,0.753004
fissiondimagiqa1+load29@gmail.com,202,343,0.779569
fissiondimagiqa1+load5@gmail.com,202,1723,0.750587
fissiondimagiqa1+load8@gmail.com,202,1733,0.776472
fissiondimagiqa1+load16@gmail.com,202,1838,0.758594
fissiondimagiqa1+load1@gmail.com,202,110,0.780882
fissiondimagiqa1+load5@gmail.com,202,1724,0.761139
fissiondimagiqa1+load29@gmail.com,202,344,0.796537
fissiondimagiqa1+load8@gmail.com,202,1734,0.759561
fissiondimagiqa1+load16@gmail.com,202,1839,0.774411
fissiondimagiqa1+load1@gmail.com,202,111,0.758903
fissiondimagiqa1+load5@gmail.com,202,1725,0.837482
fissiondimagiqa1+load29@gmail.com,202,345,0.816908
fissiondimagiqa1+load8@gmail.com,202,1735,0.892113
fissiondimagiqa1+load16@gmail.com,202,1840,0.879902
fissiondimagiqa1+load1@gmail.com,202,112,0.864246
fissiondimagiqa1+load29@gmail.com,202,346,0.763312
fissiondimagiqa1+load5@gmail.com,202,1726,0.779363
fissiondimagiqa1+load8@gmail.com,202,1736,0.803405
fissiondimagiqa1+load16@gmail.com,202,1841,0.818951
fissiondimagiqa1+load1@gmail.com,202,113,0.806876
fissiondimagiqa1+load29@gmail.com,202,347,0.812502
fissiondimagiqa1+load5@gmail.com,202,1727,0.859237
fissiondimagiqa1+load8@gmail.com,202,1737,0.922528
fissiondimagiqa1+load1@gmail.com,202,114,0.908579
fissiondimagiqa1+load16@gmail.com,202,1842,0.915107
fissiondimagiqa1+load29@gmail.com,202,348,1.003692
fissiondimagiqa1+load5@gmail.com,202,1728,0.987758
fissiondimagiqa1+load16@gmail.com,202,1843,0.860193
fissiondimagiqa1+load1@gmail.com,202,115,0.87584
fissiondimagiqa1+load8@gmail.com,202,1738,0.898005
fissiondimagiqa1+load29@gmail.com,202,349,0.830632
fissiondimagiqa1+load5@gmail.com,202,1729,0.827499
fissiondimagiqa1+load16@gmail.com,202,1844,0.878628
fissiondimagiqa1+load1@gmail.com,202,116,0.862981
fissiondimagiqa1+load8@gmail.com,202,1739,0.847344
fissiondimagiqa1+load5@gmail.com,202,1730,0.877029
fissiondimagiqa1+load29@gmail.com,202,350,0.893087
fissiondimagiqa1+load16@gmail.com,202,1845,0.925171
fissiondimagiqa1+load1@gmail.com,202,117,0.925171
fissiondimagiqa1+load8@gmail.com,202,1740,0.909429
fissiondimagiqa1+load5@gmail.com,202,1731,0.854102
fissiondimagiqa1+load29@gmail.com,202,351,0.854224
fissiondimagiqa1+load1@gmail.com,202,118,0.767961
fissiondimagiqa1+load8@gmail.com,202,1741,0.767961
fissiondimagiqa1+load16@gmail.com,202,1846,0.778236
fissiondimagiqa1+load5@gmail.com,202,1732,0.82164
fissiondimagiqa1+load29@gmail.com,202,352,0.805858
fissiondimagiqa1+load16@gmail.com,202,1847,0.850363
fissiondimagiqa1+load1@gmail.com,202,119,0.860638
fissiondimagiqa1+load8@gmail.com,202,1742,0.868091
fissiondimagiqa1+load5@gmail.com,202,1733,1.333634
fissiondimagiqa1+load8@gmail.com,202,1743,1.034017
fissiondimagiqa1+load1@gmail.com,202,120,1.053659
fissiondimagiqa1+load16@gmail.com,202,1848,1.058136
fissiondimagiqa1+load29@gmail.com,202,353,1.364925
fissiondimagiqa1+load1@gmail.com,202,121,0.907727
fissiondimagiqa1+load8@gmail.com,202,1744,0.916722
fissiondimagiqa1+load16@gmail.com,202,1849,0.907727
fissiondimagiqa1+load5@gmail.com,202,1734,0.948737
fissiondimagiqa1+load29@gmail.com,202,354,0.917446
fissiondimagiqa1+load29@gmail.com,202,355,0.989657
fissiondimagiqa1+load16@gmail.com,202,1850,1.004919
fissiondimagiqa1+load1@gmail.com,202,122,1.029131
fissiondimagiqa1+load8@gmail.com,202,1745,1.029131
fissiondimagiqa1+load5@gmail.com,202,1735,1.02318
fissiondimagiqa1+load1@gmail.com,202,123,0.752197
fissiondimagiqa1+load5@gmail.com,202,1736,0.742412
fissiondimagiqa1+load16@gmail.com,202,1851,0.769715
fissiondimagiqa1+load8@gmail.com,202,1746,0.765322
fissiondimagiqa1+load29@gmail.com,202,356,0.807803
fissiondimagiqa1+load1@gmail.com,202,124,0.788239
fissiondimagiqa1+load16@gmail.com,202,1852,0.775114
fissiondimagiqa1+load8@gmail.com,202,1747,0.790596
fissiondimagiqa1+load5@gmail.com,202,1737,0.803721
fissiondimagiqa1+load29@gmail.com,202,357,0.775403
fissiondimagiqa1+load29@gmail.com,202,358,0.728577
fissiondimagiqa1+load5@gmail.com,202,1738,0.780273
fissiondimagiqa1+load1@gmail.com,202,125,0.802627
fissiondimagiqa1+load8@gmail.com,202,1748,0.791661
fissiondimagiqa1+load16@gmail.com,202,1853,0.807143
fissiondimagiqa1+load16@gmail.com,202,1854,0.997204
fissiondimagiqa1+load5@gmail.com,202,1739,1.010331
fissiondimagiqa1+load29@gmail.com,202,359,1.02176
fissiondimagiqa1+load8@gmail.com,202,1749,1.01289
fissiondimagiqa1+load1@gmail.com,202,126,1.01289
fissiondimagiqa1+load5@gmail.com,202,1740,0.870043
fissiondimagiqa1+load1@gmail.com,202,127,0.873139
fissiondimagiqa1+load29@gmail.com,202,360,0.893591
fissiondimagiqa1+load16@gmail.com,202,1855,0.900313
fissiondimagiqa1+load8@gmail.com,202,1750,0.903175
fissiondimagiqa1+load5@gmail.com,202,1741,0.767578
fissiondimagiqa1+load16@gmail.com,202,1856,0.753762
fissiondimagiqa1+load1@gmail.com,202,128,0.779959
fissiondimagiqa1+load8@gmail.com,202,1751,0.771023
fissiondimagiqa1+load29@gmail.com,202,361,0.820344
fissiondimagiqa1+load16@gmail.com,202,1857,0.795911
fissiondimagiqa1+load1@gmail.com,202,129,0.803695
fissiondimagiqa1+load5@gmail.com,202,1742,0.81831
fissiondimagiqa1+load8@gmail.com,202,1752,0.793063
fissiondimagiqa1+load29@gmail.com,202,362,0.786228
fissiondimagiqa1+load29@gmail.com,202,363,0.85589
fissiondimagiqa1+load1@gmail.com,202,130,0.893568
fissiondimagiqa1+load8@gmail.com,202,1753,0.892064
fissiondimagiqa1+load5@gmail.com,202,1743,0.919095
fissiondimagiqa1+load16@gmail.com,202,1858,0.947306
fissiondimagiqa1+load1@gmail.com,202,131,0.82959
fissiondimagiqa1+load29@gmail.com,202,364,0.832695
fissiondimagiqa1+load5@gmail.com,202,1744,0.807733
fissiondimagiqa1+load16@gmail.com,202,1859,0.830114
fissiondimagiqa1+load8@gmail.com,202,1754,0.858011
fissiondimagiqa1+load1@gmail.com,202,132,0.748168
fissiondimagiqa1+load5@gmail.com,202,1745,0.75997
fissiondimagiqa1+load29@gmail.com,202,365,0.791592
fissiondimagiqa1+load16@gmail.com,202,1860,0.774357
fissiondimagiqa1+load8@gmail.com,202,1755,0.77994
fissiondimagiqa1+load1@gmail.com,202,133,0.788951
fissiondimagiqa1+load5@gmail.com,202,1746,0.779871
fissiondimagiqa1+load29@gmail.com,202,366,0.75991
fissiondimagiqa1+load16@gmail.com,202,1861,0.775038
fissiondimagiqa1+load8@gmail.com,202,1756,0.784102
fissiondimagiqa1+load16@gmail.com,202,1862,0.750125
fissiondimagiqa1+load29@gmail.com,202,367,0.799744
fissiondimagiqa1+load1@gmail.com,202,134,0.82994
fissiondimagiqa1+load8@gmail.com,202,1757,0.776523
fissiondimagiqa1+load5@gmail.com,202,1747,0.840116
fissiondimagiqa1+load8@gmail.com,202,1758,0.798084
fissiondimagiqa1+load29@gmail.com,202,368,0.833521
fissiondimagiqa1+load16@gmail.com,202,1863,0.869605
fissiondimagiqa1+load1@gmail.com,202,135,0.843956
fissiondimagiqa1+load5@gmail.com,202,1748,0.842807
fissiondimagiqa1+load1@gmail.com,202,136,0.769707
fissiondimagiqa1+load29@gmail.com,202,369,0.806663
fissiondimagiqa1+load5@gmail.com,202,1749,0.7664
fissiondimagiqa1+load8@gmail.com,202,1759,0.833338
fissiondimagiqa1+load16@gmail.com,202,1864,0.817423
fissiondimagiqa1+load29@gmail.com,202,370,0.826398
fissiondimagiqa1+load16@gmail.com,202,1865,0.792772
fissiondimagiqa1+load5@gmail.com,202,1750,0.830309
fissiondimagiqa1+load1@gmail.com,202,137,0.856268
fissiondimagiqa1+load8@gmail.com,202,1760,0.846224
fissiondimagiqa1+load16@gmail.com,202,1866,0.841284
fissiondimagiqa1+load1@gmail.com,202,138,0.840119
fissiondimagiqa1+load29@gmail.com,202,371,0.867336
fissiondimagiqa1+load8@gmail.com,202,1761,0.839591
fissiondimagiqa1+load5@gmail.com,202,1751,0.869461
fissiondimagiqa1+load29@gmail.com,202,372,0.759548
fissiondimagiqa1+load5@gmail.com,202,1752,0.749493
fissiondimagiqa1+load1@gmail.com,202,139,0.779535
fissiondimagiqa1+load16@gmail.com,202,1867,0.800857
fissiondimagiqa1+load8@gmail.com,202,1762,0.783958
fissiondimagiqa1+load5@gmail.com,202,1753,0.81271
fissiondimagiqa1+load1@gmail.com,202,140,0.824218
fissiondimagiqa1+load29@gmail.com,202,373,0.852678
fissiondimagiqa1+load8@gmail.com,202,1763,0.831232
fissiondimagiqa1+load16@gmail.com,202,1868,0.852202
fissiondimagiqa1+load8@gmail.com,202,1764,0.795182
fissiondimagiqa1+load5@gmail.com,202,1754,0.852884
fissiondimagiqa1+load1@gmail.com,202,141,0.840459
fissiondimagiqa1+load29@gmail.com,202,374,0.835723
fissiondimagiqa1+load16@gmail.com,202,1869,0.844803
fissiondimagiqa1+load8@gmail.com,202,1765,0.796339
fissiondimagiqa1+load5@gmail.com,202,1755,0.792032
fissiondimagiqa1+load29@gmail.com,202,375,0.789727
fissiondimagiqa1+load16@gmail.com,202,1870,0.786893
fissiondimagiqa1+load1@gmail.com,202,142,0.819742
fissiondimagiqa1+load8@gmail.com,202,1766,0.731229
fissiondimagiqa1+load29@gmail.com,202,376,0.718961
fissiondimagiqa1+load5@gmail.com,202,1756,0.764773
fissiondimagiqa1+load1@gmail.com,202,143,0.770024
fissiondimagiqa1+load16@gmail.com,202,1871,0.776381
fissiondimagiqa1+load8@gmail.com,202,1767,0.898679
fissiondimagiqa1+load29@gmail.com,202,377,0.88424
fissiondimagiqa1+load16@gmail.com,202,1872,0.810085
fissiondimagiqa1+load1@gmail.com,202,144,0.83432
fissiondimagiqa1+load5@gmail.com,202,1757,0.879996
fissiondimagiqa1+load1@gmail.com,202,145,0.88874
fissiondimagiqa1+load16@gmail.com,202,1873,0.908639
fissiondimagiqa1+load8@gmail.com,202,1768,0.920551
fissiondimagiqa1+load29@gmail.com,202,378,0.918974
fissiondimagiqa1+load5@gmail.com,202,1758,0.914413
fissiondimagiqa1+load29@gmail.com,202,379,0.91036
fissiondimagiqa1+load16@gmail.com,202,1874,0.933722
fissiondimagiqa1+load8@gmail.com,202,1769,0.941825
fissiondimagiqa1+load5@gmail.com,202,1759,0.934532
fissiondimagiqa1+load1@gmail.com,202,146,0.952972
fissiondimagiqa1+load5@gmail.com,202,1760,0.775248
fissiondimagiqa1+load16@gmail.com,202,1875,0.802455
fissiondimagiqa1+load8@gmail.com,202,1770,0.794352
fissiondimagiqa1+load29@gmail.com,202,380,0.819557
fissiondimagiqa1+load1@gmail.com,202,147,0.795289
fissiondimagiqa1+load16@gmail.com,202,1876,0.733378
fissiondimagiqa1+load8@gmail.com,202,1771,0.740693
fissiondimagiqa1+load1@gmail.com,202,148,0.731297
fissiondimagiqa1+load5@gmail.com,202,1761,0.793456
fissiondimagiqa1+load29@gmail.com,202,381,0.812478
fissiondimagiqa1+load1@gmail.com,202,149,0.789
fissiondimagiqa1+load8@gmail.com,202,1772,0.793417
fissiondimagiqa1+load16@gmail.com,202,1877,0.801992
fissiondimagiqa1+load5@gmail.com,202,1762,0.765485
fissiondimagiqa1+load29@gmail.com,202,382,0.782568
fissiondimagiqa1+load8@gmail.com,202,1773,0.78674
fissiondimagiqa1+load29@gmail.com,202,383,0.733024
fissiondimagiqa1+load16@gmail.com,202,1878,0.805703
fissiondimagiqa1+load1@gmail.com,202,150,0.832712
fissiondimagiqa1+load5@gmail.com,202,1763,0.808514
fissiondimagiqa1+load29@gmail.com,202,384,0.888318
fissiondimagiqa1+load16@gmail.com,202,1879,0.89929
fissiondimagiqa1+load1@gmail.com,202,151,0.883519
fissiondimagiqa1+load5@gmail.com,202,1764,0.899151
fissiondimagiqa1+load8@gmail.com,202,1774,0.948434
fissiondimagiqa1+load29@gmail.com,202,385,0.773289
fissiondimagiqa1+load1@gmail.com,202,152,0.764947
fissiondimagiqa1+load5@gmail.com,202,1765,0.756856
fissiondimagiqa1+load16@gmail.com,202,1880,0.772488
fissiondimagiqa1+load8@gmail.com,202,1775,0.756903
fissiondimagiqa1+load16@gmail.com,202,1881,0.879621
fissiondimagiqa1+load1@gmail.com,202,153,0.879621
fissiondimagiqa1+load8@gmail.com,202,1776,0.880146
fissiondimagiqa1+load29@gmail.com,202,386,0.912245
fissiondimagiqa1+load5@gmail.com,202,1766,0.914297
fissiondimagiqa1+load16@gmail.com,202,1882,0.872431
fissiondimagiqa1+load8@gmail.com,202,1777,0.865567
fissiondimagiqa1+load29@gmail.com,202,387,0.878423
fissiondimagiqa1+load5@gmail.com,202,1767,0.879337
fissiondimagiqa1+load1@gmail.com,202,154,0.920651
fissiondimagiqa1+load16@gmail.com,202,1883,0.767825
fissiondimagiqa1+load1@gmail.com,202,155,0.743193
fissiondimagiqa1+load8@gmail.com,202,1778,0.785089
fissiondimagiqa1+load5@gmail.com,202,1768,0.755118
fissiondimagiqa1+load29@gmail.com,202,388,0.78856
fissiondimagiqa1+load8@gmail.com,202,1779,0.780118
fissiondimagiqa1+load16@gmail.com,202,1884,0.815049
fissiondimagiqa1+load1@gmail.com,202,156,0.808285
fissiondimagiqa1+load5@gmail.com,202,1769,0.791835
fissiondimagiqa1+load29@gmail.com,202,389,0.777881
fissiondimagiqa1+load16@gmail.com,202,1885,0.81797
fissiondimagiqa1+load1@gmail.com,202,157,0.835095
fissiondimagiqa1+load5@gmail.com,202,1770,0.842171
fissiondimagiqa1+load8@gmail.com,202,1780,0.868577
fissiondimagiqa1+load29@gmail.com,202,390,0.843634
fissiondimagiqa1+load29@gmail.com,202,391,0.775624
fissiondimagiqa1+load5@gmail.com,202,1771,0.792104
fissiondimagiqa1+load1@gmail.com,202,158,0.814813
fissiondimagiqa1+load8@gmail.com,202,1781,0.802127
fissiondimagiqa1+load16@gmail.com,202,1886,0.848178
fissiondimagiqa1+load5@gmail.com,202,1772,0.921632
fissiondimagiqa1+load16@gmail.com,202,1887,0.897966
fissiondimagiqa1+load1@gmail.com,202,159,0.920598
fissiondimagiqa1+load8@gmail.com,202,1782,0.921459
fissiondimagiqa1+load29@gmail.com,202,392,0.94947
fissiondimagiqa1+load1@gmail.com,202,160,0.76547
fissiondimagiqa1+load16@gmail.com,202,1888,0.78423
fissiondimagiqa1+load29@gmail.com,202,393,0.783906
fissiondimagiqa1+load5@gmail.com,202,1773,0.811194
fissiondimagiqa1+load8@gmail.com,202,1783,0.818329
fissiondimagiqa1+load5@gmail.com,202,1774,0.790496
fissiondimagiqa1+load8@gmail.com,202,1784,0.763808
fissiondimagiqa1+load16@gmail.com,202,1889,0.822563
fissiondimagiqa1+load1@gmail.com,202,161,0.838171
fissiondimagiqa1+load29@gmail.com,202,394,0.839182
fissiondimagiqa1+load29@gmail.com,202,395,0.768574
fissiondimagiqa1+load1@gmail.com,202,162,0.793236
fissiondimagiqa1+load5@gmail.com,202,1775,0.833977
fissiondimagiqa1+load8@gmail.com,202,1785,0.848754
fissiondimagiqa1+load16@gmail.com,202,1890,0.857238
fissiondimagiqa1+load29@gmail.com,202,396,0.756651
fissiondimagiqa1+load1@gmail.com,202,163,0.772186
fissiondimagiqa1+load5@gmail.com,202,1776,0.763493
fissiondimagiqa1+load8@gmail.com,202,1786,0.780279
fissiondimagiqa1+load16@gmail.com,202,1891,0.7976
fissiondimagiqa1+load29@gmail.com,202,397,0.768038
fissiondimagiqa1+load1@gmail.com,202,164,0.776264
fissiondimagiqa1+load5@gmail.com,202,1777,0.772968
fissiondimagiqa1+load8@gmail.com,202,1787,0.755516
fissiondimagiqa1+load16@gmail.com,202,1892,0.767699
fissiondimagiqa1+load29@gmail.com,202,398,0.726633
fissiondimagiqa1+load1@gmail.com,202,165,0.738564
fissiondimagiqa1+load8@gmail.com,202,1788,0.755161
fissiondimagiqa1+load5@gmail.com,202,1778,0.786282
fissiondimagiqa1+load16@gmail.com,202,1893,0.77329
fissiondimagiqa1+load8@gmail.com,202,1789,0.771157
fissiondimagiqa1+load29@gmail.com,202,399,0.817584
fissiondimagiqa1+load1@gmail.com,202,166,0.831094
fissiondimagiqa1+load5@gmail.com,202,1779,0.772666
fissiondimagiqa1+load16@gmail.com,202,1894,0.742152
fissiondimagiqa1+load1@gmail.com,202,167,0.801713
fissiondimagiqa1+load5@gmail.com,202,1780,0.817381
fissiondimagiqa1+load8@gmail.com,202,1790,0.834447
fissiondimagiqa1+load29@gmail.com,202,400,0.850147
fissiondimagiqa1+load16@gmail.com,202,1895,0.811387
fissiondimagiqa1+load29@gmail.com,202,401,0.803943
fissiondimagiqa1+load1@gmail.com,202,168,0.835311
fissiondimagiqa1+load16@gmail.com,202,1896,0.81204
fissiondimagiqa1+load5@gmail.com,202,1781,0.82774
fissiondimagiqa1+load8@gmail.com,202,1791,0.856441
fissiondimagiqa1+load1@gmail.com,202,169,0.73685
fissiondimagiqa1+load29@gmail.com,202,402,0.744947
fissiondimagiqa1+load16@gmail.com,202,1897,0.761208
fissiondimagiqa1+load5@gmail.com,202,1782,0.752383
fissiondimagiqa1+load8@gmail.com,202,1792,0.76502
fissiondimagiqa1+load1@gmail.com,202,170,0.74539
fissiondimagiqa1+load29@gmail.com,202,403,0.761085
fissiondimagiqa1+load8@gmail.com,202,1793,0.719591
fissiondimagiqa1+load5@gmail.com,202,1783,0.744449
fissiondimagiqa1+load16@gmail.com,202,1898,0.753822
fissiondimagiqa1+load1@gmail.com,202,171,0.763417
fissiondimagiqa1+load8@gmail.com,202,1794,0.760506
fissiondimagiqa1+load29@gmail.com,202,404,0.762405
fissiondimagiqa1+load16@gmail.com,202,1899,0.771345
fissiondimagiqa1+load5@gmail.com,202,1784,0.795487
fissiondimagiqa1+load1@gmail.com,202,172,0.739101
fissiondimagiqa1+load5@gmail.com,202,1785,0.730481
fissiondimagiqa1+load16@gmail.com,202,1900,0.747806
fissiondimagiqa1+load29@gmail.com,202,405,0.779336
fissiondimagiqa1+load8@gmail.com,202,1795,0.795451
fissiondimagiqa1+load1@gmail.com,202,173,0.750196
fissiondimagiqa1+load5@gmail.com,202,1786,0.755935
fissiondimagiqa1+load29@gmail.com,202,406,0.766201
fissiondimagiqa1+load16@gmail.com,202,1901,0.782943
fissiondimagiqa1+load8@gmail.com,202,1796,0.788953
fissiondimagiqa1+load5@gmail.com,202,1787,0.880369
fissiondimagiqa1+load29@gmail.com,202,407,0.868805
fissiondimagiqa1+load8@gmail.com,202,1797,0.836574
fissiondimagiqa1+load1@gmail.com,202,174,0.962564
fissiondimagiqa1+load16@gmail.com,202,1902,0.875062
fissiondimagiqa1+load5@gmail.com,202,1788,0.828557
fissiondimagiqa1+load1@gmail.com,202,175,0.796596
fissiondimagiqa1+load8@gmail.com,202,1798,0.81983
fissiondimagiqa1+load16@gmail.com,202,1903,0.813342
fissiondimagiqa1+load29@gmail.com,202,408,0.82964
fissiondimagiqa1+load8@gmail.com,202,1799,0.891308
fissiondimagiqa1+load5@gmail.com,202,1789,0.922674
fissiondimagiqa1+load16@gmail.com,202,1904,0.905928
fissiondimagiqa1+load29@gmail.com,202,409,0.908743
fissiondimagiqa1+load1@gmail.com,202,176,0.938892
fissiondimagiqa1+load1@gmail.com,202,177,0.796582
fissiondimagiqa1+load5@gmail.com,202,1790,0.821323
fissiondimagiqa1+load16@gmail.com,202,1905,0.808722
fissiondimagiqa1+load29@gmail.com,202,410,0.805105
fissiondimagiqa1+load8@gmail.com,202,1800,0.821323
fissiondimagiqa1+load29@gmail.com,202,411,0.807679
fissiondimagiqa1+load5@gmail.com,202,1791,0.810968
fissiondimagiqa1+load16@gmail.com,202,1906,0.818695
fissiondimagiqa1+load8@gmail.com,202,1801,0.825032
fissiondimagiqa1+load1@gmail.com,202,178,0.852882
fissiondimagiqa1+load5@gmail.com,202,1792,0.823023
fissiondimagiqa1+load29@gmail.com,202,412,0.832453
fissiondimagiqa1+load16@gmail.com,202,1907,0.819941
fissiondimagiqa1+load1@gmail.com,202,179,0.799513
fissiondimagiqa1+load8@gmail.com,202,1802,0.83533
fissiondimagiqa1+load5@gmail.com,202,1793,0.83613
fissiondimagiqa1+load16@gmail.com,202,1908,0.832121
fissiondimagiqa1+load1@gmail.com,202,180,0.847016
fissiondimagiqa1+load29@gmail.com,202,413,0.86279
fissiondimagiqa1+load8@gmail.com,202,1803,0.845236
fissiondimagiqa1+load16@gmail.com,202,1909,0.780963
fissiondimagiqa1+load8@gmail.com,202,1804,0.77009
fissiondimagiqa1+load29@gmail.com,202,414,0.775614
fissiondimagiqa1+load1@gmail.com,202,181,0.79992
fissiondimagiqa1+load5@gmail.com,202,1794,0.832763
fissiondimagiqa1+load1@gmail.com,202,182,0.799933
fissiondimagiqa1+load29@gmail.com,202,415,0.830929
fissiondimagiqa1+load5@gmail.com,202,1795,0.801181
fissiondimagiqa1+load8@gmail.com,202,1805,0.839496
fissiondimagiqa1+load16@gmail.com,202,1910,0.853514
fissiondimagiqa1+load16@gmail.com,202,1911,0.742124
fissiondimagiqa1+load5@gmail.com,202,1796,0.768938
fissiondimagiqa1+load1@gmail.com,202,183,0.788072
fissiondimagiqa1+load8@gmail.com,202,1806,0.780341
fissiondimagiqa1+load29@gmail.com,202,416,0.793058
fissiondimagiqa1+load16@gmail.com,202,1912,0.859797
fissiondimagiqa1+load8@gmail.com,202,1807,0.832308
fissiondimagiqa1+load5@gmail.com,202,1797,0.864591
fissiondimagiqa1+load1@gmail.com,202,184,0.860172
fissiondimagiqa1+load29@gmail.com,202,417,0.852091
fissiondimagiqa1+load5@gmail.com,202,1798,0.8052
fissiondimagiqa1+load16@gmail.com,202,1913,0.827558
fissiondimagiqa1+load8@gmail.com,202,1808,0.829444
fissiondimagiqa1+load29@gmail.com,202,418,0.812513
fissiondimagiqa1+load1@gmail.com,202,185,0.830875
fissiondimagiqa1+load16@gmail.com,202,1914,0.809726
fissiondimagiqa1+load1@gmail.com,202,186,0.799188
fissiondimagiqa1+load8@gmail.com,202,1809,0.822206
fissiondimagiqa1+load5@gmail.com,202,1799,0.840377
fissiondimagiqa1+load29@gmail.com,202,419,0.850228
fissiondimagiqa1+load16@gmail.com,202,1915,0.73194
fissiondimagiqa1+load1@gmail.com,202,187,0.739536
fissiondimagiqa1+load8@gmail.com,202,1810,0.74374
fissiondimagiqa1+load5@gmail.com,202,1800,0.77285
fissiondimagiqa1+load29@gmail.com,202,420,0.786053
fissiondimagiqa1+load1@gmail.com,202,188,0.923328
fissiondimagiqa1+load8@gmail.com,202,1811,0.906397
fissiondimagiqa1+load16@gmail.com,202,1916,0.940306
fissiondimagiqa1+load5@gmail.com,202,1801,0.885435
fissiondimagiqa1+load29@gmail.com,202,421,0.864212
fissiondimagiqa1+load8@gmail.com,202,1812,0.839744
fissiondimagiqa1+load16@gmail.com,202,1917,0.840009
fissiondimagiqa1+load1@gmail.com,202,189,0.854942
